#fragment_ID	time (s)	mean	sd
pyrC_123	20	0.61103,0.30968,0.07343,0.00587	0.01000,0.01000,0.01000,0.01000
pyrC_123	40	0.48002,0.35916,0.14163,0.01919	0.01128,0.01000,0.01000,0.01000
pyrH_123	0	0.96840,0.03086,0.00045,0.00028	0.01000,0.01000,0.01000,0.01000
pyrH_123	5	0.81695,0.16954,0.01287,0.00063	0.01000,0.01000,0.01000,0.01000
pyrH_123	10	0.67642,0.28136,0.04019,0.00202	0.01000,0.01000,0.01000,0.01000
pyrH_123	20	0.50661,0.38565,0.09935,0.00839	0.01000,0.01000,0.01000,0.01000
pyrH_123	40	0.36037,0.43611,0.17865,0.02488	0.01000,0.01000,0.01000,0.01000
pyrM_123	0	0.96839,0.03094,0.00042,0.00025	0.01000,0.01000,0.01000,0.01000
pyrM_123	5	0.88476,0.10751,0.00717,0.00056	0.01000,0.01000,0.01000,0.01000
pyrM_123	10	0.76709,0.20644,0.02496,0.00152	0.01000,0.01000,0.01000,0.01000
pyrM_123	20	0.61873,0.30297,0.07243,0.00587	0.01013,0.01000,0.01000,0.01000
pyrM_123	40	0.49090,0.35118,0.13962,0.01830	0.01190,0.01000,0.01000,0.01000
serLC_123	0	0.96827,0.03097,0.00043,0.00033	0.01000,0.01000,0.01000,0.01000
serLC_123	5	0.96854,0.03066,0.00049,0.00032	0.01000,0.01000,0.01000,0.01000
serLC_123	10	0.96798,0.03132,0.00042,0.00029	0.01000,0.01000,0.01000,0.01000
serLC_123	20	0.96837,0.03094,0.00037,0.00032	0.01000,0.01000,0.01000,0.01000
serLC_123	40	0.96833,0.03097,0.00040,0.00031	0.01000,0.01000,0.01000,0.01000
serLH_123	0	0.96810,0.03111,0.00047,0.00032	0.01000,0.01000,0.01000,0.01000
serLH_123	5	0.96829,0.03087,0.00044,0.00039	0.01000,0.01000,0.01000,0.01000
serLH_123	10	0.96841,0.03082,0.00045,0.00032	0.01000,0.01000,0.01000,0.01000
serLH_123	20	0.96810,0.03098,0.00053,0.00039	0.01000,0.01000,0.01000,0.01000
serLH_123	40	0.96834,0.03082,0.00051,0.00033	0.01000,0.01000,0.01000,0.01000
xu5pDH_12345	0	0.94740,0.05049,0.00104,0.00027,0.00038,0.00043	0.01000,0.01000,0.01000,0.01000,0.01000,0.01000
xu5pDH_12345	5	0.75102,0.21766,0.02813,0.00251,0.00038,0.00031	0.01000,0.01000,0.01000,0.01000,0.01000,0.01000
xu5pDH_12345	10	0.54686,0.34756,0.09171,0.01230,0.00112,0.00045	0.01000,0.01000,0.01000,0.01000,0.01000,0.01000
xu5pDH_12345	20	0.33197,0.40721,0.20225,0.05109,0.00671,0.00077	0.01000,0.01000,0.01000,0.01000,0.01000,0.01000
xu5pDH_12345	40	0.18346,0.36916,0.29848,0.12175,0.02501,0.00214	0.01000,0.01000,0.01000,0.01000,0.01000,0.01000
